14,14,V30MZETH62100001,3,95493100014,2000-06-27,2000-06-27,Nie wiem czy tu zawsze bedzie to samo,00:51:00,23:58:00,2000-06-27,03:53:00
15,15,P80WETZQ08100009,3,96745100005,2000-06-27,2000-06-27,Nie wiem czy tu zawsze bedzie to samo,00:51:00,07:55:00,2000-06-27,21:56:00
16,16,T71DBOSE49100002,3,96745100005,2000-06-27,2000-06-27,Nie wiem czy tu zawsze bedzie to samo,00:51:00,03:51:00,2000-06-27,00:58:00
17,17,M28SBUFE05100004,3,97346100011,2000-06-27,2000-06-27,Nie wiem czy tu zawsze bedzie to samo,00:51:00,22:51:00,2000-06-27,13:52:00
18,18,T71DBOSE49100002,3,95534100006,2000-06-27,2000-06-27,Nie wiem czy tu zawsze bedzie to samo,00:51:00,14:56:00,2000-06-27,21:58:00
19,19,T71DBOSE49100002,3,98369100012,2000-06-27,2000-06-27,Nie wiem czy tu zawsze bedzie to samo,00:51:00,19:58:00,2000-06-27,18:55:00
20,20,W83POJCF48100005,4,93745100007,2000-06-27,2000-06-27,Nie wiem czy tu zawsze bedzie to samo,01:45:00,06:59:00,2000-06-27,09:58:00
21,21,V30MZETH62100001,4,91385100013,2000-06-27,2000-06-27,Nie wiem czy tu zawsze bedzie to samo,01:45:00,23:52:00,2000-06-27,10:54:00
22,22,C24QWNAU04100003,4,99671100015,2000-06-27,2000-06-27,Nie wiem czy tu zawsze bedzie to samo,01:45:00,14:55:00,2000-06-27,11:55:00
23,23,T71DBOSE49100002,5,96920100004,2000-11-27,2000-11-27,Nie wiem czy tu zawsze bedzie to samo,18:49:00,23:52:00,2000-11-27,21:53:00
24,24,M28SBUFE05100004,5,97346100011,2000-11-27,2000-11-27,Nie wiem czy tu zawsze bedzie to samo,18:49:00,20:51:00,2000-11-27,23:56:00
25,25,W64FAQPL84100006,5,93745100007,2000-11-27,2000-11-27,Nie wiem czy tu zawsze bedzie to samo,18:49:00,21:53:00,2000-11-27,22:58:00
26,26,V36UUFKZ07100008,5,96920100004,2000-11-27,2000-11-28,Nie wiem czy tu zawsze bedzie to samo,18:49:00,01:52:00,2000-11-27,23:53:00
27,27,M28SBUFE05100004,6,93745100007,2000-07-26,2000-07-27,Nie wiem czy tu zawsze bedzie to samo,21:54:00,00:55:00,2000-07-26,01:54:00
28,28,W83POJCF48100005,6,93973100009,2000-07-26,2000-07-27,Nie wiem czy tu zawsze bedzie to samo,21:54:00,01:58:00,2000-07-26,23:58:00
29,29,M28SBUFE05100004,6,95534100006,2000-07-26,2000-07-26,Nie wiem czy tu zawsze bedzie to samo,21:54:00,23:57:00,2000-07-26,23:56:00
30,30,P80WETZQ08100009,6,97346100011,2000-07-26,2000-07-27,Nie wiem czy tu zawsze bedzie to samo,21:54:00,00:56:00,2000-07-26,01:57:00
31,31,P80WETZQ08100009,6,98800100003,2000-07-26,2000-07-26,Nie wiem czy tu zawsze bedzie to samo,21:54:00,23:56:00,2000-07-26,01:57:00
32,32,W83POJCF48100005,7,93973100009,2000-08-26,2000-08-26,Nie wiem czy tu zawsze bedzie to samo,20:59:00,22:59:00,2000-08-26,22:59:00
33,33,T71DBOSE49100002,7,91407100001,2000-08-26,2000-08-26,Nie wiem czy tu zawsze bedzie to samo,20:59:00,23:59:00,2000-08-26,23:59:00
34,34,V36UUFKZ07100008,7,99671100015,2000-08-26,2000-08-26,Nie wiem czy tu zawsze bedzie to samo,20:59:00,23:59:00,2000-08-26,22:59:00
35,35,P80WETZQ08100009,7,95534100006,2000-08-26,2000-08-26,Nie wiem czy tu zawsze bedzie to samo,20:59:00,22:59:00,2000-08-26,23:59:00
36,36,W83POJCF48100005,8,96920100004,2000-06-26,2000-06-27,Nie wiem czy tu zawsze bedzie to samo,21:59:00,00:59:00,2000-06-26,01:59:00
37,37,W64FAQPL84100006,8,95534100006,2000-06-26,2000-06-26,Nie wiem czy tu zawsze bedzie to samo,21:59:00,23:59:00,2000-06-26,23:59:00
38,38,V36UUFKZ07100008,8,96112100008,2000-06-26,2000-06-27,Nie wiem czy tu zawsze bedzie to samo,21:59:00,01:59:00,2000-06-26,00:59:00
39,39,P80WETZQ08100009,8,95534100006,2000-06-26,2000-06-27,Nie wiem czy tu zawsze bedzie to samo,21:59:00,00:59:00,2000-06-26,01:59:00
40,40,C24QWNAU04100003,8,95534100006,2000-06-26,2000-06-27,Nie wiem czy tu zawsze bedzie to samo,21:59:00,01:59:00,2000-06-26,23:59:00
41,41,V36UUFKZ07100008,8,96112100008,2000-06-26,2000-06-26,Nie wiem czy tu zawsze bedzie to samo,21:59:00,23:59:00,2000-06-26,00:59:00
42,42,V36UUFKZ07100008,9,98800100003,2000-08-26,2000-08-27,Nie wiem czy tu zawsze bedzie to samo,11:59:00,00:59:00,2000-08-26,19:59:00
43,43,V30MZETH62100001,10,99671100015,2000-08-26,2000-08-27,Nie wiem czy tu zawsze bedzie to samo,21:59:00,00:59:00,2000-08-26,23:59:00
44,44,T71DBOSE49100002,10,91407100001,2000-08-26,2000-08-27,Nie wiem czy tu zawsze bedzie to samo,21:59:00,01:59:00,2000-08-26,00:59:00
45,45,C24QWNAU04100003,10,97376100010,2000-08-26,2000-08-27,Nie wiem czy tu zawsze bedzie to samo,21:59:00,00:59:00,2000-08-26,01:59:00
46,46,P80WETZQ08100009,10,93745100007,2000-08-26,2000-08-27,Nie wiem czy tu zawsze bedzie to samo,21:59:00,00:59:00,2000-08-26,01:59:00
47,47,P80WETZQ08100009,10,91407100001,2000-08-26,2000-08-27,Nie wiem czy tu zawsze bedzie to samo,21:59:00,01:59:00,2000-08-26,01:59:00
48,48,C24QWNAU04100003,10,93973100009,2000-08-26,2000-08-27,Nie wiem czy tu zawsze bedzie to samo,21:59:00,00:59:00,2000-08-26,00:59:00
49,49,T71DBOSE49100002,10,98369100012,2000-08-26,2000-08-27,Nie wiem czy tu zawsze bedzie to samo,21:59:00,01:59:00,2000-08-26,23:59:00
50,50,V36UUFKZ07100008,10,97376100010,2000-08-26,2000-08-27,Nie wiem czy tu zawsze bedzie to samo,21:59:00,01:59:00,2000-08-26,01:59:00
51,51,P80WETZQ08100009,11,96745100005,2000-08-26,2000-08-27,Nie wiem czy tu zawsze bedzie to samo,22:40:00,01:50:00,2000-08-26,00:57:00
52,52,C24QWNAU04100003,11,93745100007,2000-08-26,2000-08-27,Nie wiem czy tu zawsze bedzie to samo,22:40:00,00:41:00,2000-08-26,01:46:00
53,53,W83POJCF48100005,11,97346100011,2000-08-26,2000-08-27,Nie wiem czy tu zawsze bedzie to samo,22:40:00,01:44:00,2000-08-26,01:56:00
54,54,V30MZETH62100001,11,95534100006,2000-08-26,2000-08-27,Nie wiem czy tu zawsze bedzie to samo,22:40:00,01:46:00,2000-08-26,00:40:00
55,55,T71DBOSE49100002,11,96745100005,2000-08-26,2000-08-27,Nie wiem czy tu zawsze bedzie to samo,22:40:00,00:46:00,2000-08-26,01:53:00
56,56,V30MZETH62100001,11,95493100014,2000-08-26,2000-08-27,Nie wiem czy tu zawsze bedzie to samo,22:40:00,01:50:00,2000-08-26,01:51:00
57,57,W83POJCF48100005,11,98369100012,2000-08-26,2000-08-27,Nie wiem czy tu zawsze bedzie to samo,22:40:00,01:43:00,2000-08-26,00:41:00
58,58,V30MZETH62100001,11,97346100011,2000-08-26,2000-08-27,Nie wiem czy tu zawsze bedzie to samo,22:40:00,01:56:00,2000-08-26,00:45:00
59,59,V36UUFKZ07100008,12,98643100016,2000-06-26,2000-06-26,Nie wiem czy tu zawsze bedzie to samo,18:35:00,21:45:00,2000-06-26,22:45:00
60,60,C24QWNAU04100003,12,95534100006,2000-06-26,2000-06-26,Nie wiem czy tu zawsze bedzie to samo,18:35:00,22:47:00,2000-06-26,01:43:00
61,61,W83POJCF48100005,12,94453100002,2000-06-26,2000-06-26,Nie wiem czy tu zawsze bedzie to samo,18:35:00,20:55:00,2000-06-26,01:55:00
62,62,V36UUFKZ07100008,13,97376100010,2000-07-26,2000-07-27,Nie wiem czy tu zawsze bedzie to samo,14:57:00,00:58:00,2000-07-26,16:57:00
63,63,M28SBUFE05100004,13,93973100009,2000-07-26,2000-07-26,Nie wiem czy tu zawsze bedzie to samo,14:57:00,22:59:00,2000-07-26,17:59:00
64,64,L93UGYLO28100007,13,91407100001,2000-07-26,2000-07-26,Nie wiem czy tu zawsze bedzie to samo,14:57:00,17:59:00,2000-07-26,23:58:00
65,65,W64FAQPL84100006,14,97376100010,2000-11-26,2000-11-26,Nie wiem czy tu zawsze bedzie to samo,06:58:00,19:58:00,2000-11-26,11:58:00
66,66,V30MZETH62100001,14,97346100011,2000-11-26,2000-11-26,Nie wiem czy tu zawsze bedzie to samo,06:58:00,14:59:00,2000-11-26,19:59:00
67,67,L93UGYLO28100007,14,95534100006,2000-11-26,2000-11-26,Nie wiem czy tu zawsze bedzie to samo,06:58:00,09:59:00,2000-11-26,19:59:00
68,68,L93UGYLO28100007,14,95534100006,2000-11-26,2000-11-26,Nie wiem czy tu zawsze bedzie to samo,06:58:00,22:59:00,2000-11-26,13:58:00
69,69,V36UUFKZ07100008,14,95493100014,2000-11-26,2000-11-26,Nie wiem czy tu zawsze bedzie to samo,06:58:00,16:58:00,2000-11-26,08:58:00
70,70,P80WETZQ08100009,14,98369100012,2000-11-26,2000-11-26,Nie wiem czy tu zawsze bedzie to samo,06:58:00,13:59:00,2000-11-26,00:59:00
71,71,W83POJCF48100005,14,96112100008,2000-11-26,2000-11-26,Nie wiem czy tu zawsze bedzie to samo,06:58:00,13:58:00,2000-11-26,14:59:00
72,72,W64FAQPL84100006,14,97376100010,2000-11-26,2000-11-26,Nie wiem czy tu zawsze bedzie to samo,06:58:00,17:58:00,2000-11-26,09:58:00
73,73,V30MZETH62100001,14,96745100005,2000-11-26,2000-11-26,Nie wiem czy tu zawsze bedzie to samo,06:58:00,17:59:00,2000-11-26,16:59:00
74,74,P80WETZQ08100009,14,91385100013,2000-11-26,2000-11-26,Nie wiem czy tu zawsze bedzie to samo,06:58:00,16:59:00,2000-11-26,20:59:00
75,75,C24QWNAU04100003,15,96920100004,2000-10-27,2000-10-27,Nie wiem czy tu zawsze bedzie to samo,01:45:00,21:51:00,2000-10-27,22:48:00
76,76,V30MZETH62100001,15,97346100011,2000-10-27,2000-10-27,Nie wiem czy tu zawsze bedzie to samo,01:45:00,05:56:00,2000-10-27,04:57:00
77,77,V36UUFKZ07100008,15,96112100008,2000-10-27,2000-10-28,Nie wiem czy tu zawsze bedzie to samo,01:45:00,01:59:00,2000-10-27,07:59:00
78,78,M28SBUFE05100004,15,98800100003,2000-10-27,2000-10-27,Nie wiem czy tu zawsze bedzie to samo,01:45:00,04:58:00,2000-10-27,05:54:00
79,79,L93UGYLO28100007,15,91407100001,2000-10-27,2000-10-27,Nie wiem czy tu zawsze bedzie to samo,01:45:00,06:47:00,2000-10-27,21:48:00
80,80,C24QWNAU04100003,15,98800100003,2000-10-27,2000-10-27,Nie wiem czy tu zawsze bedzie to samo,01:45:00,06:45:00,2000-10-27,03:45:00
81,81,T71DBOSE49100002,15,97376100010,2000-10-27,2000-10-27,Nie wiem czy tu zawsze bedzie to samo,01:45:00,16:52:00,2000-10-27,10:58:00
82,82,C24QWNAU04100003,15,95493100014,2000-10-27,2000-10-27,Nie wiem czy tu zawsze bedzie to samo,01:45:00,19:59:00,2000-10-27,21:57:00
83,83,C24QWNAU04100003,16,99671100015,2000-06-26,2000-06-26,Nie wiem czy tu zawsze bedzie to samo,07:50:00,16:50:00,2000-06-26,16:58:00
84,84,M28SBUFE05100004,16,93973100009,2000-06-26,2000-06-26,Nie wiem czy tu zawsze bedzie to samo,07:50:00,22:54:00,2000-06-26,00:53:00
85,85,T71DBOSE49100002,16,91407100001,2000-06-26,2000-06-26,Nie wiem czy tu zawsze bedzie to samo,07:50:00,09:58:00,2000-06-26,18:53:00
86,86,M28SBUFE05100004,16,96112100008,2000-06-26,2000-06-26,Nie wiem czy tu zawsze bedzie to samo,07:50:00,20:58:00,2000-06-26,11:51:00
87,87,M28SBUFE05100004,16,91407100001,2000-06-26,2000-06-26,Nie wiem czy tu zawsze bedzie to samo,07:50:00,11:51:00,2000-06-26,00:53:00
88,88,V36UUFKZ07100008,16,96112100008,2000-06-26,2000-06-26,Nie wiem czy tu zawsze bedzie to samo,07:50:00,16:55:00,2000-06-26,17:50:00
89,89,W64FAQPL84100006,16,98369100012,2000-06-26,2000-06-26,Nie wiem czy tu zawsze bedzie to samo,07:50:00,12:56:00,2000-06-26,17:54:00
90,90,M28SBUFE05100004,16,91407100001,2000-06-26,2000-06-27,Nie wiem czy tu zawsze bedzie to samo,07:50:00,01:56:00,2000-06-26,14:52:00
91,91,P80WETZQ08100009,16,91407100001,2000-06-26,2000-06-26,Nie wiem czy tu zawsze bedzie to samo,07:50:00,13:53:00,2000-06-26,16:58:00
92,92,V36UUFKZ07100008,17,97376100010,2000-11-27,2000-11-27,Nie wiem czy tu zawsze bedzie to samo,00:55:00,12:56:00,2000-11-27,00:58:00
93,93,W64FAQPL84100006,17,95493100014,2000-11-27,2000-11-27,Nie wiem czy tu zawsze bedzie to samo,00:55:00,23:56:00,2000-11-27,09:57:00
94,94,P80WETZQ08100009,17,93745100007,2000-11-27,2000-11-27,Nie wiem czy tu zawsze bedzie to samo,00:55:00,18:57:00,2000-11-27,11:56:00
95,95,W83POJCF48100005,18,95493100014,2000-11-27,2000-11-27,Nie wiem czy tu zawsze bedzie to samo,16:53:00,20:56:00,2000-11-27,01:59:00
96,96,L93UGYLO28100007,19,97346100011,2000-08-26,2000-08-26,Nie wiem czy tu zawsze bedzie to samo,15:50:00,21:57:00,2000-08-26,01:55:00
97,97,P80WETZQ08100009,20,98369100012,2000-07-26,2000-07-27,Nie wiem czy tu zawsze bedzie to samo,15:24:00,00:35:00,2000-07-26,17:31:00
98,98,P80WETZQ08100009,20,93973100009,2000-07-26,2000-07-26,Nie wiem czy tu zawsze bedzie to samo,15:24:00,20:48:00,2000-07-26,18:24:00
99,99,V30MZETH62100001,20,95493100014,2000-07-26,2000-07-26,Nie wiem czy tu zawsze bedzie to samo,15:24:00,20:36:00,2000-07-26,22:28:00
100,100,M28SBUFE05100004,20,95534100006,2000-07-26,2000-07-27,Nie wiem czy tu zawsze bedzie to samo,15:24:00,00:54:00,2000-07-26,20:42:00
101,101,T71DBOSE49100002,20,96745100005,2000-07-26,2000-07-26,Nie wiem czy tu zawsze bedzie to samo,15:24:00,19:54:00,2000-07-26,21:48:00
102,102,L93UGYLO28100007,20,91385100013,2000-07-26,2000-07-27,Nie wiem czy tu zawsze bedzie to samo,15:24:00,01:26:00,2000-07-26,01:24:00
103,103,P80WETZQ08100009,20,97376100010,2000-07-26,2000-07-26,Nie wiem czy tu zawsze bedzie to samo,15:24:00,19:47:00,2000-07-26,20:47:00
104,104,C24QWNAU04100003,20,96112100008,2000-07-26,2000-07-26,Nie wiem czy tu zawsze bedzie to samo,15:24:00,20:57:00,2000-07-26,20:55:00
105,105,V30MZETH62100001,21,98369100012,2000-12-27,2000-12-28,Nie wiem czy tu zawsze bedzie to samo,00:53:00,01:56:00,2000-12-27,12:57:00
106,106,M28SBUFE05100004,21,91407100001,2000-12-27,2000-12-27,Nie wiem czy tu zawsze bedzie to samo,00:53:00,05:53:00,2000-12-27,21:58:00
107,107,M28SBUFE05100004,22,95534100006,2000-09-26,2000-09-26,Nie wiem czy tu zawsze bedzie to samo,21:56:00,23:59:00,2000-09-26,23:58:00
108,108,W83POJCF48100005,22,97376100010,2000-09-26,2000-09-27,Nie wiem czy tu zawsze bedzie to samo,21:56:00,00:59:00,2000-09-26,23:59:00
109,109,V30MZETH62100001,22,96920100004,2000-09-26,2000-09-27,Nie wiem czy tu zawsze bedzie to samo,21:56:00,00:59:00,2000-09-26,00:57:00
110,110,W83POJCF48100005,22,99671100015,2000-09-26,2000-09-27,Nie wiem czy tu zawsze bedzie to samo,21:56:00,01:59:00,2000-09-26,00:59:00
111,111,V36UUFKZ07100008,22,96745100005,2000-09-26,2000-09-27,Nie wiem czy tu zawsze bedzie to samo,21:56:00,01:59:00,2000-09-26,23:56:00
112,112,W83POJCF48100005,22,91385100013,2000-09-26,2000-09-27,Nie wiem czy tu zawsze bedzie to samo,21:56:00,01:56:00,2000-09-26,00:57:00
113,113,W64FAQPL84100006,22,99671100015,2000-09-26,2000-09-26,Nie wiem czy tu zawsze bedzie to samo,21:56:00,23:56:00,2000-09-26,23:56:00
114,114,L93UGYLO28100007,22,96745100005,2000-09-26,2000-09-27,Nie wiem czy tu zawsze bedzie to samo,21:56:00,01:56:00,2000-09-26,01:56:00
115,115,L93UGYLO28100007,23,98800100003,2000-08-26,2000-08-26,Nie wiem czy tu zawsze bedzie to samo,11:54:00,17:57:00,2000-08-26,14:54:00
116,116,L93UGYLO28100007,23,99671100015,2000-08-26,2000-08-27,Nie wiem czy tu zawsze bedzie to samo,11:54:00,01:56:00,2000-08-26,13:58:00
117,117,W83POJCF48100005,23,99671100015,2000-08-26,2000-08-26,Nie wiem czy tu zawsze bedzie to samo,11:54:00,20:58:00,2000-08-26,15:59:00
118,118,Z68XOHNQ73100013,24,97475100032,2000-12-27,2000-12-27,Nie wiem czy tu zawsze bedzie to samo,01:26:00,10:40:00,2000-12-27,17:26:00
119,119,V69UFZNA71100010,25,99895100019,2000-11-26,2000-11-27,Nie wiem czy tu zawsze bedzie to samo,17:48:00,00:54:00,2000-11-26,19:56:00
120,120,V69UFZNA71100010,25,99270100035,2000-11-26,2000-11-26,Nie wiem czy tu zawsze bedzie to samo,17:48:00,20:50:00,2000-11-26,00:54:00
121,121,P97NLTMM98100014,25,99895100019,2000-11-26,2000-11-26,Nie wiem czy tu zawsze bedzie to samo,17:48:00,23:59:00,2000-11-26,01:57:00
122,122,P96GPJLG02100015,25,95027100025,2000-11-26,2000-11-26,Nie wiem czy tu zawsze bedzie to samo,17:48:00,19:58:00,2000-11-26,20:57:00
123,123,T20LNHGE12100017,25,90715100021,2000-11-26,2000-11-27,Nie wiem czy tu zawsze bedzie to samo,17:48:00,01:50:00,2000-11-26,01:53:00
124,124,P96GPJLG02100015,25,98275100029,2000-11-26,2000-11-26,Nie wiem czy tu zawsze bedzie to samo,17:48:00,22:59:00,2000-11-26,20:59:00
125,125,Z68XOHNQ73100013,25,93875100036,2000-11-26,2000-11-26,Nie wiem czy tu zawsze bedzie to samo,17:48:00,19:52:00,2000-11-26,19:53:00
126,126,P97NLTMM98100014,25,99895100019,2000-11-26,2000-11-27,Nie wiem czy tu zawsze bedzie to samo,17:48:00,01:54:00,2000-11-26,22:53:00
127,127,J64CJUAH11100012,25,98275100029,2000-11-26,2000-11-26,Nie wiem czy tu zawsze bedzie to samo,17:48:00,19:57:00,2000-11-26,21:52:00
128,128,U09YTCTL80100019,26,95027100025,2000-08-26,2000-08-26,Nie wiem czy tu zawsze bedzie to samo,03:56:00,20:59:00,2000-08-26,16:58:00
129,129,U90FTFTH78100018,26,96741100022,2000-08-26,2000-08-26,Nie wiem czy tu zawsze bedzie to samo,03:56:00,13:57:00,2000-08-26,16:58:00
130,130,V69UFZNA71100010,26,95027100025,2000-08-26,2000-08-26,Nie wiem czy tu zawsze bedzie to samo,03:56:00,09:57:00,2000-08-26,08:58:00
131,131,U90FTFTH78100018,27,99270100035,2000-10-27,2000-10-27,Nie wiem czy tu zawsze bedzie to samo,00:54:00,19:54:00,2000-10-27,07:56:00
132,132,V69UFZNA71100010,27,97885100024,2000-10-27,2000-10-27,Nie wiem czy tu zawsze bedzie to samo,00:54:00,21:54:00,2000-10-27,09:59:00
133,133,W79MXCIU10100016,27,99895100019,2000-10-27,2000-10-27,Nie wiem czy tu zawsze bedzie to samo,00:54:00,06:57:00,2000-10-27,03:57:00
134,134,T20LNHGE12100017,28,96619100026,2000-07-26,2000-07-26,Nie wiem czy tu zawsze bedzie to samo,18:39:00,22:48:00,2000-07-26,23:57:00
135,135,W79MXCIU10100016,28,92945100023,2000-07-26,2000-07-27,Nie wiem czy tu zawsze bedzie to samo,18:39:00,01:51:00,2000-07-26,21:50:00
136,136,P96GPJLG02100015,28,99656100020,2000-07-26,2000-07-27,Nie wiem czy tu zawsze bedzie to samo,18:39:00,01:44:00,2000-07-26,20:58:00
137,137,P00YLUOH49100011,28,99130100017,2000-07-26,2000-07-27,Nie wiem czy tu zawsze bedzie to samo,18:39:00,01:59:00,2000-07-26,00:52:00
138,138,P96GPJLG02100015,28,99895100019,2000-07-26,2000-07-26,Nie wiem czy tu zawsze bedzie to samo,18:39:00,22:58:00,2000-07-26,00:44:00
139,139,J64CJUAH11100012,28,99130100017,2000-07-26,2000-07-27,Nie wiem czy tu zawsze bedzie to samo,18:39:00,00:59:00,2000-07-26,01:41:00
140,140,J64CJUAH11100012,28,99895100019,2000-07-26,2000-07-27,Nie wiem czy tu zawsze bedzie to samo,18:39:00,00:56:00,2000-07-26,01:57:00
141,141,U09YTCTL80100019,28,96862100018,2000-07-26,2000-07-27,Nie wiem czy tu zawsze bedzie to samo,18:39:00,00:39:00,2000-07-26,22:45:00
142,142,V69UFZNA71100010,28,92787100031,2000-07-26,2000-07-26,Nie wiem czy tu zawsze bedzie to samo,18:39:00,23:59:00,2000-07-26,00:45:00
143,143,U09YTCTL80100019,29,91606100034,2000-12-27,2000-12-27,Nie wiem czy tu zawsze bedzie to samo,01:29:00,05:29:00,2000-12-27,05:47:00
144,144,Z68XOHNQ73100013,29,95279100027,2000-12-27,2000-12-27,Nie wiem czy tu zawsze bedzie to samo,01:29:00,21:42:00,2000-12-27,15:49:00
145,145,P96GPJLG02100015,29,94731100037,2000-12-27,2000-12-27,Nie wiem czy tu zawsze bedzie to samo,01:29:00,04:48:00,2000-12-27,22:58:00
146,146,U09YTCTL80100019,29,99130100017,2000-12-27,2000-12-27,Nie wiem czy tu zawsze bedzie to samo,01:29:00,07:44:00,2000-12-27,03:35:00
147,147,T20LNHGE12100017,29,90715100021,2000-12-27,2000-12-28,Nie wiem czy tu zawsze bedzie to samo,01:29:00,00:29:00,2000-12-27,12:33:00
148,148,W79MXCIU10100016,29,99656100020,2000-12-27,2000-12-27,Nie wiem czy tu zawsze bedzie to samo,01:29:00,19:38:00,2000-12-27,20:54:00
149,149,U90FTFTH78100018,29,95027100025,2000-12-27,2000-12-27,Nie wiem czy tu zawsze bedzie to samo,01:29:00,20:56:00,2000-12-27,21:52:00
150,150,U90FTFTH78100018,29,94731100037,2000-12-27,2000-12-27,Nie wiem czy tu zawsze bedzie to samo,01:29:00,15:43:00,2000-12-27,06:30:00
151,151,T20LNHGE12100017,29,95027100025,2000-12-27,2000-12-27,Nie wiem czy tu zawsze bedzie to samo,01:29:00,07:34:00,2000-12-27,23:31:00
152,152,V69UFZNA71100010,30,92787100031,2000-09-26,2000-09-27,Nie wiem czy tu zawsze bedzie to samo,22:48:00,01:58:00,2000-09-26,00:50:00
153,153,U90FTFTH78100018,30,91606100034,2000-09-26,2000-09-27,Nie wiem czy tu zawsze bedzie to samo,22:48:00,01:54:00,2000-09-26,00:49:00
154,154,W79MXCIU10100016,30,94731100037,2000-09-26,2000-09-27,Nie wiem czy tu zawsze bedzie to samo,22:48:00,00:50:00,2000-09-26,01:53:00
155,155,P97NLTMM98100014,30,94080100033,2000-09-26,2000-09-27,Nie wiem czy tu zawsze bedzie to samo,22:48:00,00:52:00,2000-09-26,00:55:00
156,156,U09YTCTL80100019,30,91606100034,2000-09-26,2000-09-27,Nie wiem czy tu zawsze bedzie to samo,22:48:00,01:57:00,2000-09-26,01:48:00
157,157,J64CJUAH11100012,30,97885100024,2000-09-26,2000-09-27,Nie wiem czy tu zawsze bedzie to samo,22:48:00,00:51:00,2000-09-26,01:49:00
158,158,U09YTCTL80100019,30,99270100035,2000-09-26,2000-09-27,Nie wiem czy tu zawsze bedzie to samo,22:48:00,01:53:00,2000-09-26,01:49:00
159,159,T20LNHGE12100017,30,96862100018,2000-09-26,2000-09-27,Nie wiem czy tu zawsze bedzie to samo,22:48:00,01:53:00,2000-09-26,00:52:00
160,160,Z68XOHNQ73100013,31,90715100021,2000-07-26,2000-07-27,Nie wiem czy tu zawsze bedzie to samo,21:53:00,00:57:00,2000-07-26,01:55:00
161,161,V69UFZNA71100010,31,96741100022,2000-07-26,2000-07-27,Nie wiem czy tu zawsze bedzie to samo,21:53:00,00:54:00,2000-07-26,01:54:00
162,162,P97NLTMM98100014,31,99656100020,2000-07-26,2000-07-27,Nie wiem czy tu zawsze bedzie to samo,21:53:00,01:54:00,2000-07-26,01:55:00
163,163,Z68XOHNQ73100013,31,92945100023,2000-07-26,2000-07-27,Nie wiem czy tu zawsze bedzie to samo,21:53:00,01:53:00,2000-07-26,00:53:00
164,164,U90FTFTH78100018,31,93644100028,2000-07-26,2000-07-26,Nie wiem czy tu zawsze bedzie to samo,21:53:00,23:53:00,2000-07-26,00:58:00
165,165,W79MXCIU10100016,31,96862100018,2000-07-26,2000-07-26,Nie wiem czy tu zawsze bedzie to samo,21:53:00,23:55:00,2000-07-26,00:53:00
166,166,P96GPJLG02100015,32,92787100031,2000-07-26,2000-07-26,Nie wiem czy tu zawsze bedzie to samo,19:52:00,21:54:00,2000-07-26,21:55:00
167,167,P96GPJLG02100015,32,98275100029,2000-07-26,2000-07-26,Nie wiem czy tu zawsze bedzie to samo,19:52:00,22:57:00,2000-07-26,21:52:00
168,168,P97NLTMM98100014,32,99130100017,2000-07-26,2000-07-26,Nie wiem czy tu zawsze bedzie to samo,19:52:00,22:56:00,2000-07-26,23:52:00
